TimeUTC,TimeDK,RegionName,ConsumerCategory2,ConsumerCategory3,ConsumptionkWh
2025-06-19T04:00:00,2025-06-19T06:00:00,Region Midtjylland,Privat,Privat,170365.56
2025-06-19T04:00:00,2025-06-19T06:00:00,Region Nordjylland,Erhverv,Erhverv,295155.91
2025-06-19T04:00:00,2025-06-19T06:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,26066.388
2025-06-19T04:00:00,2025-06-19T06:00:00,Region Nordjylland,Privat,Privat,80195.808
2025-06-19T04:00:00,2025-06-19T06:00:00,Region Sjælland,Erhverv,Erhverv,319478.78
2025-06-19T04:00:00,2025-06-19T06:00:00,Region Sjælland,Erhverv,Offentlige foretagender,34328.585
2025-06-19T04:00:00,2025-06-19T06:00:00,Region Sjælland,Privat,Privat,115874.853
2025-06-19T04:00:00,2025-06-19T06:00:00,Region Syddanmark,Erhverv,Erhverv,741204.54
2025-06-19T04:00:00,2025-06-19T06:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,47866.554
2025-06-19T04:00:00,2025-06-19T06:00:00,Region Syddanmark,Privat,Privat,160856.288
2025-06-19T03:00:00,2025-06-19T05:00:00,Region Hovedstaden,Erhverv,Erhverv,471104.808
2025-06-19T03:00:00,2025-06-19T05:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,74538.86
2025-06-19T03:00:00,2025-06-19T05:00:00,Region Hovedstaden,Privat,Privat,159612.903
2025-06-19T03:00:00,2025-06-19T05:00:00,Region Midtjylland,Erhverv,Erhverv,562816.549
2025-06-19T03:00:00,2025-06-19T05:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,41156.075
2025-06-19T03:00:00,2025-06-19T05:00:00,Region Midtjylland,Privat,Privat,175197.978
2025-06-19T03:00:00,2025-06-19T05:00:00,Region Nordjylland,Erhverv,Erhverv,254840.812
2025-06-19T03:00:00,2025-06-19T05:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,20097.946
2025-06-19T03:00:00,2025-06-19T05:00:00,Region Nordjylland,Privat,Privat,81708.941
2025-06-19T03:00:00,2025-06-19T05:00:00,Region Sjælland,Erhverv,Erhverv,286851.108
2025-06-19T03:00:00,2025-06-19T05:00:00,Region Sjælland,Erhverv,Offentlige foretagender,27227.456
2025-06-19T03:00:00,2025-06-19T05:00:00,Region Sjælland,Privat,Privat,118745.458
2025-06-19T03:00:00,2025-06-19T05:00:00,Region Syddanmark,Erhverv,Erhverv,677684.937
2025-06-19T03:00:00,2025-06-19T05:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,37363.664
2025-06-19T03:00:00,2025-06-19T05:00:00,Region Syddanmark,Privat,Privat,162537.792
2025-06-19T02:00:00,2025-06-19T04:00:00,Region Hovedstaden,Erhverv,Erhverv,462932.588
2025-06-19T02:00:00,2025-06-19T04:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,70943.011
2025-06-19T02:00:00,2025-06-19T04:00:00,Region Hovedstaden,Privat,Privat,180943.956
2025-06-19T02:00:00,2025-06-19T04:00:00,Region Midtjylland,Erhverv,Erhverv,536931.411
2025-06-19T02:00:00,2025-06-19T04:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,39218.927
2025-06-19T02:00:00,2025-06-19T04:00:00,Region Midtjylland,Privat,Privat,196371.69
2025-06-19T02:00:00,2025-06-19T04:00:00,Region Nordjylland,Erhverv,Erhverv,241923.09
2025-06-19T02:00:00,2025-06-19T04:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,19201.913
2025-06-19T02:00:00,2025-06-19T04:00:00,Region Nordjylland,Privat,Privat,89256.861
2025-06-19T02:00:00,2025-06-19T04:00:00,Region Sjælland,Erhverv,Erhverv,278462.784
2025-06-19T02:00:00,2025-06-19T04:00:00,Region Sjælland,Erhverv,Offentlige foretagender,25621.842
2025-06-19T02:00:00,2025-06-19T04:00:00,Region Sjælland,Privat,Privat,144680.394
2025-06-19T02:00:00,2025-06-19T04:00:00,Region Syddanmark,Erhverv,Erhverv,642710.233
2025-06-19T02:00:00,2025-06-19T04:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,36533.033
2025-06-19T02:00:00,2025-06-19T04:00:00,Region Syddanmark,Privat,Privat,178694.159
2025-06-19T01:00:00,2025-06-19T03:00:00,Region Hovedstaden,Erhverv,Erhverv,476866.145
2025-06-19T01:00:00,2025-06-19T03:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,74486.963
2025-06-19T01:00:00,2025-06-19T03:00:00,Region Hovedstaden,Privat,Privat,192665.298
2025-06-19T01:00:00,2025-06-19T03:00:00,Region Midtjylland,Erhverv,Erhverv,533953.896
2025-06-19T01:00:00,2025-06-19T03:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,42770.447
2025-06-19T01:00:00,2025-06-19T03:00:00,Region Midtjylland,Privat,Privat,191066.972
2025-06-19T01:00:00,2025-06-19T03:00:00,Region Nordjylland,Erhverv,Erhverv,238650.957
2025-06-19T01:00:00,2025-06-19T03:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,21514.451
2025-06-19T01:00:00,2025-06-19T03:00:00,Region Nordjylland,Privat,Privat,87566.451
2025-06-19T01:00:00,2025-06-19T03:00:00,Region Sjælland,Erhverv,Erhverv,274393.449
2025-06-19T01:00:00,2025-06-19T03:00:00,Region Sjælland,Erhverv,Offentlige foretagender,27721.202
2025-06-19T01:00:00,2025-06-19T03:00:00,Region Sjælland,Privat,Privat,157069.612
2025-06-19T01:00:00,2025-06-19T03:00:00,Region Syddanmark,Erhverv,Erhverv,621049.438
2025-06-19T01:00:00,2025-06-19T03:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,39996.474
2025-06-19T01:00:00,2025-06-19T03:00:00,Region Syddanmark,Privat,Privat,173115.593
2025-06-19T00:00:00,2025-06-19T02:00:00,Region Hovedstaden,Erhverv,Erhverv,430980.015
2025-06-19T00:00:00,2025-06-19T02:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,75150.514
2025-06-19T00:00:00,2025-06-19T02:00:00,Region Hovedstaden,Privat,Privat,181548.314
2025-06-19T00:00:00,2025-06-19T02:00:00,Region Midtjylland,Erhverv,Erhverv,532341.314
2025-06-19T00:00:00,2025-06-19T02:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,42831.042
2025-06-19T00:00:00,2025-06-19T02:00:00,Region Midtjylland,Privat,Privat,176515.782
2025-06-19T00:00:00,2025-06-19T02:00:00,Region Nordjylland,Erhverv,Erhverv,238678.75
2025-06-19T00:00:00,2025-06-19T02:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,21506.134
2025-06-19T00:00:00,2025-06-19T02:00:00,Region Nordjylland,Privat,Privat,80952.997
2025-06-19T00:00:00,2025-06-19T02:00:00,Region Sjælland,Erhverv,Erhverv,268914.982
2025-06-19T00:00:00,2025-06-19T02:00:00,Region Sjælland,Erhverv,Offentlige foretagender,27887.527
2025-06-19T00:00:00,2025-06-19T02:00:00,Region Sjælland,Privat,Privat,147930.16
2025-06-19T00:00:00,2025-06-19T02:00:00,Region Syddanmark,Erhverv,Erhverv,627193.419
2025-06-19T00:00:00,2025-06-19T02:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,39882.469
2025-06-19T00:00:00,2025-06-19T02:00:00,Region Syddanmark,Privat,Privat,160041.5
2025-06-18T23:00:00,2025-06-19T01:00:00,Region Hovedstaden,Erhverv,Erhverv,467190.895
2025-06-18T23:00:00,2025-06-19T01:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,75852.003
2025-06-18T23:00:00,2025-06-19T01:00:00,Region Hovedstaden,Privat,Privat,184094.189
2025-06-18T23:00:00,2025-06-19T01:00:00,Region Midtjylland,Erhverv,Erhverv,549529.688
2025-06-18T23:00:00,2025-06-19T01:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,43256.4
2025-06-18T23:00:00,2025-06-19T01:00:00,Region Midtjylland,Privat,Privat,203269.532
2025-06-18T23:00:00,2025-06-19T01:00:00,Region Nordjylland,Erhverv,Erhverv,244503.405
2025-06-18T23:00:00,2025-06-19T01:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,21669.155
2025-06-18T23:00:00,2025-06-19T01:00:00,Region Nordjylland,Privat,Privat,92983.597
2025-06-18T23:00:00,2025-06-19T01:00:00,Region Sjælland,Erhverv,Erhverv,274389.567
2025-06-18T23:00:00,2025-06-19T01:00:00,Region Sjælland,Erhverv,Offentlige foretagender,28214.19
2025-06-18T23:00:00,2025-06-19T01:00:00,Region Sjælland,Privat,Privat,141468.405
2025-06-18T23:00:00,2025-06-19T01:00:00,Region Syddanmark,Erhverv,Erhverv,640568.862
2025-06-18T23:00:00,2025-06-19T01:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,39422.059
2025-06-18T23:00:00,2025-06-19T01:00:00,Region Syddanmark,Privat,Privat,181718.705
2025-06-18T22:00:00,2025-06-19T00:00:00,Region Hovedstaden,Erhverv,Erhverv,484969.289
2025-06-18T22:00:00,2025-06-19T00:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,77003.673
2025-06-18T22:00:00,2025-06-19T00:00:00,Region Hovedstaden,Privat,Privat,194165.074
2025-06-18T22:00:00,2025-06-19T00:00:00,Region Midtjylland,Erhverv,Erhverv,566735.996
2025-06-18T22:00:00,2025-06-19T00:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,44495.747
2025-06-18T22:00:00,2025-06-19T00:00:00,Region Midtjylland,Privat,Privat,195271.6
2025-06-18T22:00:00,2025-06-19T00:00:00,Region Nordjylland,Erhverv,Erhverv,244521.336
2025-06-18T22:00:00,2025-06-19T00:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,21951.154
2025-06-18T22:00:00,2025-06-19T00:00:00,Region Nordjylland,Privat,Privat,89853.232
2025-06-18T22:00:00,2025-06-19T00:00:00,Region Sjælland,Erhverv,Erhverv,278581.182
2025-06-18T22:00:00,2025-06-19T00:00:00,Region Sjælland,Erhverv,Offentlige foretagender,29324.932
2025-06-18T22:00:00,2025-06-19T00:00:00,Region Sjælland,Privat,Privat,138847.909
2025-06-18T22:00:00,2025-06-19T00:00:00,Region Syddanmark,Erhverv,Erhverv,654777.675
2025-06-18T22:00:00,2025-06-19T00:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,40119.916
2025-06-18T22:00:00,2025-06-19T00:00:00,Region Syddanmark,Privat,Privat,176537.994
2025-06-18T21:00:00,2025-06-18T23:00:00,Region Hovedstaden,Erhverv,Erhverv,480128.51
2025-06-18T21:00:00,2025-06-18T23:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,79122.944
2025-06-18T21:00:00,2025-06-18T23:00:00,Region Hovedstaden,Privat,Privat,209920.106
2025-06-18T21:00:00,2025-06-18T23:00:00,Region Midtjylland,Erhverv,Erhverv,598051.112
2025-06-18T21:00:00,2025-06-18T23:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,46987.766
2025-06-18T21:00:00,2025-06-18T23:00:00,Region Midtjylland,Privat,Privat,241455.72
2025-06-18T21:00:00,2025-06-18T23:00:00,Region Nordjylland,Erhverv,Erhverv,262346.866
2025-06-18T21:00:00,2025-06-18T23:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,23041.688
2025-06-18T21:00:00,2025-06-18T23:00:00,Region Nordjylland,Privat,Privat,110620.798
2025-06-18T21:00:00,2025-06-18T23:00:00,Region Sjælland,Erhverv,Erhverv,287379.132
2025-06-18T21:00:00,2025-06-18T23:00:00,Region Sjælland,Erhverv,Offentlige foretagender,30977.282
2025-06-18T21:00:00,2025-06-18T23:00:00,Region Sjælland,Privat,Privat,137159.516
2025-06-18T21:00:00,2025-06-18T23:00:00,Region Syddanmark,Erhverv,Erhverv,699045.274
2025-06-18T21:00:00,2025-06-18T23:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,42350.743
2025-06-18T21:00:00,2025-06-18T23:00:00,Region Syddanmark,Privat,Privat,218725.303
2025-06-18T20:00:00,2025-06-18T22:00:00,Region Hovedstaden,Erhverv,Erhverv,510341.985
2025-06-18T20:00:00,2025-06-18T22:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,80769.223
2025-06-18T20:00:00,2025-06-18T22:00:00,Region Hovedstaden,Privat,Privat,241098.492
2025-06-18T20:00:00,2025-06-18T22:00:00,Region Midtjylland,Erhverv,Erhverv,600333.976
2025-06-18T20:00:00,2025-06-18T22:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,45590.213
2025-06-18T20:00:00,2025-06-18T22:00:00,Region Midtjylland,Privat,Privat,226625.443
2025-06-18T20:00:00,2025-06-18T22:00:00,Region Nordjylland,Erhverv,Erhverv,265652.828
2025-06-18T20:00:00,2025-06-18T22:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,21648.942
2025-06-18T20:00:00,2025-06-18T22:00:00,Region Nordjylland,Privat,Privat,104316.798
2025-06-18T20:00:00,2025-06-18T22:00:00,Region Sjælland,Erhverv,Erhverv,305095.647
2025-06-18T20:00:00,2025-06-18T22:00:00,Region Sjælland,Erhverv,Offentlige foretagender,30809.183
2025-06-18T20:00:00,2025-06-18T22:00:00,Region Sjælland,Privat,Privat,148570.458
2025-06-18T20:00:00,2025-06-18T22:00:00,Region Syddanmark,Erhverv,Erhverv,700266.645
2025-06-18T20:00:00,2025-06-18T22:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,40544.313
2025-06-18T20:00:00,2025-06-18T22:00:00,Region Syddanmark,Privat,Privat,206748.458
2025-06-18T19:00:00,2025-06-18T21:00:00,Region Hovedstaden,Erhverv,Erhverv,535252.97
2025-06-18T19:00:00,2025-06-18T21:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,79272.66
2025-06-18T19:00:00,2025-06-18T21:00:00,Region Hovedstaden,Privat,Privat,260149.418
2025-06-18T19:00:00,2025-06-18T21:00:00,Region Midtjylland,Erhverv,Erhverv,605458.337
2025-06-18T19:00:00,2025-06-18T21:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,43902.357
2025-06-18T19:00:00,2025-06-18T21:00:00,Region Midtjylland,Privat,Privat,237625.257
2025-06-18T19:00:00,2025-06-18T21:00:00,Region Nordjylland,Erhverv,Erhverv,267871.511
2025-06-18T19:00:00,2025-06-18T21:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,20610.08
2025-06-18T19:00:00,2025-06-18T21:00:00,Region Nordjylland,Privat,Privat,109833.777
2025-06-18T19:00:00,2025-06-18T21:00:00,Region Sjælland,Erhverv,Erhverv,312748.909
2025-06-18T19:00:00,2025-06-18T21:00:00,Region Sjælland,Erhverv,Offentlige foretagender,27941.0
2025-06-18T19:00:00,2025-06-18T21:00:00,Region Sjælland,Privat,Privat,155095.01
2025-06-18T19:00:00,2025-06-18T21:00:00,Region Syddanmark,Erhverv,Erhverv,701092.386
2025-06-18T19:00:00,2025-06-18T21:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,38088.383
2025-06-18T19:00:00,2025-06-18T21:00:00,Region Syddanmark,Privat,Privat,216635.877
2025-06-18T18:00:00,2025-06-18T20:00:00,Region Hovedstaden,Erhverv,Erhverv,578022.182
2025-06-18T18:00:00,2025-06-18T20:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,82703.926
2025-06-18T18:00:00,2025-06-18T20:00:00,Region Hovedstaden,Privat,Privat,271578.81
2025-06-18T18:00:00,2025-06-18T20:00:00,Region Midtjylland,Erhverv,Erhverv,615490.173
2025-06-18T18:00:00,2025-06-18T20:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,45193.757
2025-06-18T18:00:00,2025-06-18T20:00:00,Region Midtjylland,Privat,Privat,244517.122
2025-06-18T18:00:00,2025-06-18T20:00:00,Region Nordjylland,Erhverv,Erhverv,276894.528
2025-06-18T18:00:00,2025-06-18T20:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,21092.027
2025-06-18T18:00:00,2025-06-18T20:00:00,Region Nordjylland,Privat,Privat,114556.334
2025-06-18T18:00:00,2025-06-18T20:00:00,Region Sjælland,Erhverv,Erhverv,324647.39
2025-06-18T18:00:00,2025-06-18T20:00:00,Region Sjælland,Erhverv,Offentlige foretagender,28569.512
2025-06-18T18:00:00,2025-06-18T20:00:00,Region Sjælland,Privat,Privat,159414.517
2025-06-18T18:00:00,2025-06-18T20:00:00,Region Syddanmark,Erhverv,Erhverv,709716.836
2025-06-18T18:00:00,2025-06-18T20:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,39606.461
2025-06-18T18:00:00,2025-06-18T20:00:00,Region Syddanmark,Privat,Privat,224851.919
2025-06-18T17:00:00,2025-06-18T19:00:00,Region Hovedstaden,Erhverv,Erhverv,597330.906
2025-06-18T17:00:00,2025-06-18T19:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,85791.649
2025-06-18T17:00:00,2025-06-18T19:00:00,Region Hovedstaden,Privat,Privat,290788.063
2025-06-18T17:00:00,2025-06-18T19:00:00,Region Midtjylland,Erhverv,Erhverv,645226.797
2025-06-18T17:00:00,2025-06-18T19:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,46250.193
2025-06-18T17:00:00,2025-06-18T19:00:00,Region Midtjylland,Privat,Privat,262343.384
2025-06-18T17:00:00,2025-06-18T19:00:00,Region Nordjylland,Erhverv,Erhverv,287511.19
2025-06-18T17:00:00,2025-06-18T19:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,21926.269
2025-06-18T17:00:00,2025-06-18T19:00:00,Region Nordjylland,Privat,Privat,122250.668
2025-06-18T17:00:00,2025-06-18T19:00:00,Region Sjælland,Erhverv,Erhverv,335829.494
2025-06-18T17:00:00,2025-06-18T19:00:00,Region Sjælland,Erhverv,Offentlige foretagender,29689.445
2025-06-18T17:00:00,2025-06-18T19:00:00,Region Sjælland,Privat,Privat,170928.904
2025-06-18T17:00:00,2025-06-18T19:00:00,Region Syddanmark,Erhverv,Erhverv,727203.664
2025-06-18T17:00:00,2025-06-18T19:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,41292.612
2025-06-18T17:00:00,2025-06-18T19:00:00,Region Syddanmark,Privat,Privat,240416.137
2025-06-18T16:00:00,2025-06-18T18:00:00,Region Hovedstaden,Erhverv,Erhverv,657319.153
2025-06-18T16:00:00,2025-06-18T18:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,89381.483
2025-06-18T16:00:00,2025-06-18T18:00:00,Region Hovedstaden,Privat,Privat,314292.73
2025-06-18T16:00:00,2025-06-18T18:00:00,Region Midtjylland,Erhverv,Erhverv,683136.288
2025-06-18T16:00:00,2025-06-18T18:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,47843.035
2025-06-18T16:00:00,2025-06-18T18:00:00,Region Midtjylland,Privat,Privat,292201.316
2025-06-18T16:00:00,2025-06-18T18:00:00,Region Nordjylland,Erhverv,Erhverv,303764.342
2025-06-18T16:00:00,2025-06-18T18:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,22843.222
2025-06-18T16:00:00,2025-06-18T18:00:00,Region Nordjylland,Privat,Privat,137081.024
2025-06-18T16:00:00,2025-06-18T18:00:00,Region Sjælland,Erhverv,Erhverv,343180.502
2025-06-18T16:00:00,2025-06-18T18:00:00,Region Sjælland,Erhverv,Offentlige foretagender,30094.675
2025-06-18T16:00:00,2025-06-18T18:00:00,Region Sjælland,Privat,Privat,186571.965
2025-06-18T16:00:00,2025-06-18T18:00:00,Region Syddanmark,Erhverv,Erhverv,768868.558
2025-06-18T16:00:00,2025-06-18T18:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,41300.026
2025-06-18T16:00:00,2025-06-18T18:00:00,Region Syddanmark,Privat,Privat,265453.501
2025-06-18T15:00:00,2025-06-18T17:00:00,Region Hovedstaden,Erhverv,Erhverv,671121.862
2025-06-18T15:00:00,2025-06-18T17:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,95963.865
2025-06-18T15:00:00,2025-06-18T17:00:00,Region Hovedstaden,Privat,Privat,299553.055
2025-06-18T15:00:00,2025-06-18T17:00:00,Region Midtjylland,Erhverv,Erhverv,783912.361
2025-06-18T15:00:00,2025-06-18T17:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,50744.101
2025-06-18T15:00:00,2025-06-18T17:00:00,Region Midtjylland,Privat,Privat,297955.514
2025-06-18T15:00:00,2025-06-18T17:00:00,Region Nordjylland,Erhverv,Erhverv,352332.977
2025-06-18T15:00:00,2025-06-18T17:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,24590.103
2025-06-18T15:00:00,2025-06-18T17:00:00,Region Nordjylland,Privat,Privat,143578.152
2025-06-18T15:00:00,2025-06-18T17:00:00,Region Sjælland,Erhverv,Erhverv,362679.662
2025-06-18T15:00:00,2025-06-18T17:00:00,Region Sjælland,Erhverv,Offentlige foretagender,31369.279
2025-06-18T15:00:00,2025-06-18T17:00:00,Region Sjælland,Privat,Privat,186447.385
2025-06-18T15:00:00,2025-06-18T17:00:00,Region Syddanmark,Erhverv,Erhverv,865155.268
2025-06-18T15:00:00,2025-06-18T17:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,43006.98
2025-06-18T15:00:00,2025-06-18T17:00:00,Region Syddanmark,Privat,Privat,270159.425
2025-06-18T14:00:00,2025-06-18T16:00:00,Region Hovedstaden,Erhverv,Erhverv,719767.962
2025-06-18T14:00:00,2025-06-18T16:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,104586.212
2025-06-18T14:00:00,2025-06-18T16:00:00,Region Hovedstaden,Privat,Privat,252883.227
2025-06-18T14:00:00,2025-06-18T16:00:00,Region Midtjylland,Erhverv,Erhverv,823848.092
2025-06-18T14:00:00,2025-06-18T16:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,56169.42
2025-06-18T14:00:00,2025-06-18T16:00:00,Region Midtjylland,Privat,Privat,258696.829
2025-06-18T14:00:00,2025-06-18T16:00:00,Region Nordjylland,Erhverv,Erhverv,386499.133
2025-06-18T14:00:00,2025-06-18T16:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,27500.763
2025-06-18T14:00:00,2025-06-18T16:00:00,Region Nordjylland,Privat,Privat,125116.845
2025-06-18T14:00:00,2025-06-18T16:00:00,Region Sjælland,Erhverv,Erhverv,374390.439
2025-06-18T14:00:00,2025-06-18T16:00:00,Region Sjælland,Erhverv,Offentlige foretagender,33802.508
2025-06-18T14:00:00,2025-06-18T16:00:00,Region Sjælland,Privat,Privat,169845.35
2025-06-18T14:00:00,2025-06-18T16:00:00,Region Syddanmark,Erhverv,Erhverv,864411.429
2025-06-18T14:00:00,2025-06-18T16:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,47912.487
2025-06-18T14:00:00,2025-06-18T16:00:00,Region Syddanmark,Privat,Privat,235882.934
2025-06-18T13:00:00,2025-06-18T15:00:00,Region Hovedstaden,Erhverv,Erhverv,741991.924
2025-06-18T13:00:00,2025-06-18T15:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,115391.511
2025-06-18T13:00:00,2025-06-18T15:00:00,Region Hovedstaden,Privat,Privat,223642.51
2025-06-18T13:00:00,2025-06-18T15:00:00,Region Midtjylland,Erhverv,Erhverv,832574.125
2025-06-18T13:00:00,2025-06-18T15:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,63180.441
2025-06-18T13:00:00,2025-06-18T15:00:00,Region Midtjylland,Privat,Privat,219060.145
2025-06-18T13:00:00,2025-06-18T15:00:00,Region Nordjylland,Erhverv,Erhverv,397371.334
2025-06-18T13:00:00,2025-06-18T15:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,30815.281
2025-06-18T13:00:00,2025-06-18T15:00:00,Region Nordjylland,Privat,Privat,105000.926
2025-06-18T13:00:00,2025-06-18T15:00:00,Region Sjælland,Erhverv,Erhverv,384861.989
2025-06-18T13:00:00,2025-06-18T15:00:00,Region Sjælland,Erhverv,Offentlige foretagender,37720.639
2025-06-18T13:00:00,2025-06-18T15:00:00,Region Sjælland,Privat,Privat,143928.877
2025-06-18T13:00:00,2025-06-18T15:00:00,Region Syddanmark,Erhverv,Erhverv,901582.328
2025-06-18T13:00:00,2025-06-18T15:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,55935.035
2025-06-18T13:00:00,2025-06-18T15:00:00,Region Syddanmark,Privat,Privat,201904.343
2025-06-18T12:00:00,2025-06-18T14:00:00,Region Hovedstaden,Erhverv,Erhverv,764790.271
2025-06-18T12:00:00,2025-06-18T14:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,123384.184
2025-06-18T12:00:00,2025-06-18T14:00:00,Region Hovedstaden,Privat,Privat,213775.401
2025-06-18T12:00:00,2025-06-18T14:00:00,Region Midtjylland,Erhverv,Erhverv,889695.914
2025-06-18T12:00:00,2025-06-18T14:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,71312.306
2025-06-18T12:00:00,2025-06-18T14:00:00,Region Midtjylland,Privat,Privat,205796.412
2025-06-18T12:00:00,2025-06-18T14:00:00,Region Nordjylland,Erhverv,Erhverv,444245.727
2025-06-18T12:00:00,2025-06-18T14:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,33936.526
2025-06-18T12:00:00,2025-06-18T14:00:00,Region Nordjylland,Privat,Privat,97850.335
2025-06-18T12:00:00,2025-06-18T14:00:00,Region Sjælland,Erhverv,Erhverv,403548.896
2025-06-18T12:00:00,2025-06-18T14:00:00,Region Sjælland,Erhverv,Offentlige foretagender,42190.636
2025-06-18T12:00:00,2025-06-18T14:00:00,Region Sjælland,Privat,Privat,133439.722
2025-06-18T12:00:00,2025-06-18T14:00:00,Region Syddanmark,Erhverv,Erhverv,957970.909
2025-06-18T12:00:00,2025-06-18T14:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,60983.147
2025-06-18T12:00:00,2025-06-18T14:00:00,Region Syddanmark,Privat,Privat,190077.0
2025-06-18T11:00:00,2025-06-18T13:00:00,Region Hovedstaden,Erhverv,Erhverv,753581.28
2025-06-18T11:00:00,2025-06-18T13:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,129176.996
2025-06-18T11:00:00,2025-06-18T13:00:00,Region Hovedstaden,Privat,Privat,214237.789
2025-06-18T11:00:00,2025-06-18T13:00:00,Region Midtjylland,Erhverv,Erhverv,902110.027
2025-06-18T11:00:00,2025-06-18T13:00:00,Region Midtjylland,Erhverv,Offentlige foretagender,77752.822
2025-06-18T11:00:00,2025-06-18T13:00:00,Region Midtjylland,Privat,Privat,203951.582
2025-06-18T11:00:00,2025-06-18T13:00:00,Region Nordjylland,Erhverv,Erhverv,447170.136
2025-06-18T11:00:00,2025-06-18T13:00:00,Region Nordjylland,Erhverv,Offentlige foretagender,37185.62
2025-06-18T11:00:00,2025-06-18T13:00:00,Region Nordjylland,Privat,Privat,95836.033
2025-06-18T11:00:00,2025-06-18T13:00:00,Region Sjælland,Erhverv,Erhverv,407066.671
2025-06-18T11:00:00,2025-06-18T13:00:00,Region Sjælland,Erhverv,Offentlige foretagender,44825.214
2025-06-18T11:00:00,2025-06-18T13:00:00,Region Sjælland,Privat,Privat,133928.831
2025-06-18T11:00:00,2025-06-18T13:00:00,Region Syddanmark,Erhverv,Erhverv,975289.016
2025-06-18T11:00:00,2025-06-18T13:00:00,Region Syddanmark,Erhverv,Offentlige foretagender,67203.56
2025-06-18T11:00:00,2025-06-18T13:00:00,Region Syddanmark,Privat,Privat,189422.075
2025-06-18T10:00:00,2025-06-18T12:00:00,Region Hovedstaden,Erhverv,Erhverv,745127.184
2025-06-18T10:00:00,2025-06-18T12:00:00,Region Hovedstaden,Erhverv,Offentlige foretagender,131776.134
2025-06-18T10:00:00,2025-06-18T12:00:00,Region Hovedstaden,Privat,Privat,215299.207
